id,label,page_type,facebook_id
16734,Rodrigo Medina,politician,25907150761    
16735,eteleon,company,125000000000    
16736,WM Phoenix Open,company,211000000000    
16737,AFN Bahrain,government,150000000000000    
16738,"Martin Ouellet, député de René-Lévesque",politician,828000000000000    
16739,Kieran McAnulty MP,politician,432000000000000    
16740,TVBee,tvshow,130000000000    
16741,U.S. General Services Administration Pacific Rim Region,government,301000000000000    
16742,Michel Boudrias,politician,1550000000000000    
16743,Maryland Department of Natural Resources- Wildlife & Heritage Service,government,265000000000000    
16744,USFWS Pacific Southwest Region: Habitat Restoration,government,1730000000000000    
16745,Chupa Chups,company,175000000000000    
16746,"St. Louis District, U.S. Army Corps of Engineers",government,129000000000000    
16747,Festina,company,266000000000000    
16748,Leverage,tvshow,31248741709    
16749,Rafał Trzaskowski,politician,65335771090    
16750,Senator David Fawcett,politician,789000000000000    
16751,Häagen-Dazs,company,193000000000000    
16752,Labour in Pakuranga,politician,295000000000000    
16753,Confessions Intimes,tvshow,169000000000    
16754,DIG on USA,tvshow,1450000000000000    
16755,Hashim Thaçi,politician,216000000000000    
16756,Louisiana Office of Cultural Development,government,158000000000000    
16757,Nunzia de Girolamo,politician,447000000000000    
16758,Ford EcoSport,company,323000000000    
16759,Real World,tvshow,7286013942    
16760,Sprinklr Japan,company,1570000000000000    
16761,Sunedu,government,402000000000000    
16762,Jacopo Berti,politician,732000000000000    
16763,Jorge Eduardo Londoño Ulloa,politician,137000000000000    
16764,Sting World,company,220000000000000    
16765,Wiko,company,1090000000000000    
16766,Maria Flachsbarth,politician,275000000000000    
16767,Elmano Férrer,politician,602000000000000    
16768,Department of Energy Oak Ridge Office,government,486000000000    
16769,"U.S. Embassy Valletta, Malta",government,122000000000000    
16770,USAID Mongolia,government,117000000000000    
16771,Hungry Jack,company,106000000000000    
16772,ORF konkret,tvshow,290000000000000    
16773,FTO Pawnee Agency,government,375000000000000    
16774,ACCC – Your Rights Mob – Indigenous consumers,government,411000000000000    
16775,Torsten Sträters Männerhaushalt,tvshow,365000000000000    
16776,AirAsia,company,125000000000000    
16777,Jean-Yves Duclos,politician,717000000000000    
16778,AMHQ,tvshow,716000000000000    
16779,John Robertson,politician,131000000000000    
16780,Gustavo Posse,politician,474000000000000    
16781,Malhação,tvshow,168000000000000    
16782,自由經濟示範區,government,793000000000000    
16783,Kinder Bueno,company,174000000000000    
16784,"Department of Sericulture, Uttarakhand",government,1090000000000000    
16785,Doritos,company,407000000000000    
16786,ZDF Morgenmagazin,tvshow,634000000000000    
16787,Nevada National Guard,government,144000000000000    
16788,Lycamobile,company,1420000000000000    
16789,AllyouneedFresh,company,184000000000000    
16790,ZonaJobs,company,50520637517    
16791,U.S. Forces Korea,government,425000000000    
16792,Kementerian Pekerjaan Umum dan Perumahan Rakyat RI,government,386000000000000    
16793,NSW SES Camden Haven Unit,government,534000000000000    
16794,European Union in Iraq بعثة الاتحاد الاوروبي في العراق,government,287000000000000    
16795,Canal Esport Club,tvshow,150000000000000    
16796,BA Saludable,government,206000000000000    
16797,Microsoft,company,471000000000000    
16798,גולסטאר,tvshow,280000000000000    
16799,"Portland District, US Army Corps of Engineers",government,47816818791    
16800,Embajada de los Estados Unidos en Paraguay,government,59089862765    
16801,John Healey MP,politician,1800000000000000    
16802,פיקוד העורף,government,144000000000000    
16803,Maanteeamet,government,469000000000000    
16804,"Mars, Incorporated",company,347000000000000    
16805,Jens Zimmermann,politician,315000000000000    
16806,86th Training Division,government,197000000000000    
16807,Burt's Bees,company,51334529153    
16808,Damian Drum,politician,135000000000000    
16809,Sir Peter Bottomley MP,politician,293000000000000    
16810,Porto Maravilha,government,240000000000000    
16811,"India in Denmark (Embassy of India, Copenhagen)",government,265000000000000    
16812,Brisk,company,312000000000    
16813,Horacio Cartes,politician,215000000000000    
16814,Christine Moore Députée NPD Abitibi-Témiscamingue,politician,146000000000000    
16815,Boy Meets World,tvshow,140000000000000    
16816,Benny Engelbrecht,politician,270000000000000    
16817,Snipes,company,92497166486    
16818,U.S. Mission Saudi Arabia  - البعثة الدبلوماسية الأمريكية في السعودية,government,35050078368    
16819,WDR Lokalzeit aus Duisburg,tvshow,163000000000000    
16820,China Airlines 中華航空,company,182000000000000    
16821,1108th Aviation Group,government,629000000000000    
16822,"Norbert Geis, Rechtsanwalt",politician,147000000000000    
16823,SENATICs Paraguay,government,154000000000000    
16824,Eurooppatiedotus,government,176000000000    
16825,Fort Detrick USAG,government,290000000000000    
16826,Snowfall,tvshow,492000000000000    
16827,Oponeo,company,232000000000    
16828,Garnett Genuis,politician,174000000000000    
16829,Daniel Stich,politician,235000000000000    
16830,"Marco Weber, MdL",politician,868000000000000    
16831,Nemecké veľvyslanectvo Bratislava,government,1680000000000000    
16832,What Not to Wear,tvshow,41582444739    
16833,Nestlé Careers,company,623000000000000    
16834,Ritz Perú,company,125000000000000    
16835,Nicola Morra,politician,141000000000000    
16836,PiCK UP!,company,97639186649    
16837,The Show with Vinny,tvshow,542000000000000    
16838,Planet Fitness,company,131000000000    
16839,Christelle Lechevalier,politician,113000000000000    
16840,Naked and Afraid,tvshow,1420000000000000    
16841,Nicolai Wammen,politician,1460000000000000    
16842,Catho,company,149000000000    
16843,Alergon,company,579000000000000    
16844,ICE BREAK,company,39832764663    
16845,10 Things I Hate About You,tvshow,93615997176    
16846,"Ministry of Information & Broadcasting, Government of India",government,526000000000000    
16847,Walmart Guatemala,company,248000000000000    
16848,Babybel,company,197000000000000    
16849,Entreprises Canada,government,107000000000000    
16850,De Todito,company,118000000000000    
16851,Shake Shack,company,125000000000    
16852,ABB,company,274000000000000    
16853,Capital Region USA,company,327000000000    
16854,Boardwalk Empire,tvshow,126000000000000    
16855,Scott Wiggam,politician,183000000000000    
16856,Skins (US),tvshow,133000000000000    
16857,The European Union in Solomon Islands and Vanuatu,government,400000000000000    
16858,Breakfast Television Calgary,tvshow,132000000000000    
16859,Ledlenser,company,115000000000000    
16860,Ip Kin Yuen 葉建源,politician,490000000000000    
16861,Sbandati,tvshow,231000000000000    
16862,USAID México,government,306000000000000    
16863,Wellington District Police,government,616000000000000    
16864,CSI: NY,tvshow,21659762981    
16865,63rd Expeditionary Signal Battalion,government,154000000000000    
16866,Aberdeen Proving Ground,government,238000000000    
16867,SVT Opinion,tvshow,818000000000000    
16868,German Embassy Beirut,government,304000000000000    
16869,CDC,government,76625396025    
16870,Revlon,company,331000000000    
16871,Austin Police Mounted Patrol,government,119000000000000    
16872,Manhattan Fire Department,government,252000000000000    
16873,"City of Boynton Beach, Government",government,524000000000000    
16874,Caixa,government,155000000000000    
16875,L'OCCITANE en Provence,company,170000000000000    
16876,Newtown Borough Police Department,government,583000000000000    
16877,Peace Corps Zambia,government,967000000000000    
16878,Kinder Bueno,company,125000000000000    
16879,Holiday Inn,company,22696870218    
16880,Ministério da Defesa,government,319000000000000    
16881,Representación Argentina para Mercosur y ALADI,government,1090000000000000    
16882,Embassy of Canada to Guatemala,government,1420000000000000    
16883,عيسوي فريج Esawi Freige עיסאווי פריג',politician,286000000000000    
16884,La Moncloa,government,271000000000000    
16885,Ted Cruz,politician,69983322463    
16886,Andreas Steier,politician,636000000000000    
16887,Enjoy Illinois,company,27663384929    
16888,CHOCAPIC,company,477000000000000    
16889,الخارجية الفرنسية,government,1490000000000000    
16890,Ambassade de France en Italie,government,523000000000000    
16891,3Österreich,company,115000000000000    
16892,Comunas de la Ciudad,government,469000000000000    
16893,Ikotity István,politician,1440000000000000    
16894,9 News Queensland,tvshow,1610000000000000    
16895,U.S. Army,government,44053938557    
16896,Gitta Connemann,politician,175000000000000    
16897,Caribbean Airlines,company,10200000000000000    
16898,European Union in Rwanda,government,847000000000000    
16899,Harry Bains,politician,322000000000000    
16900,NSW Road Safety - NSW GOV,government,389000000000000    
16901,Georg Rosenthal,politician,706000000000000    
16902,georgia.gov,government,29760668054    
16903,Better,tvshow,78401618331    
16904,Senator Greg Steube,politician,104000000000    
16905,Kellogg's Frosted Flakes,company,118000000000000    
16906,ไมค์ทองคำหมอลำฝังเพชร,tvshow,152000000000000    
16907,Henning Höne,politician,168000000000000    
16908,Sheraton Hotels & Resorts,company,8272200097    
16909,Chupa Chups,company,364000000000    
16910,The Millionaire Matchmaker,tvshow,8117010858    
16911,Нафтали Беннет,politician,302000000000000    
16912,Rated K,tvshow,111000000000000    
16913,Té Frío Dos Pinos,company,169000000000000    
16914,Yo Soy El Artista,tvshow,471000000000000    
16915,Staples,company,81862836665    
16916,Easy Taxi,company,1440000000000000    
16917,Representante Carlos Bianchi,politician,290000000000000    
16918,Oasap High-Street Fashion,company,305000000000000    
16919,Ohio Department of Public Safety,government,225000000000000    
16920,melty Future Awards,tvshow,316000000000000    
16921,Illinois Department of Transportation,government,101000000000    
16922,Tadashi Shoji,company,372000000000000    
16923,Houzz,company,504000000000000    
16924,Sir Edward Garnier QC,politician,1410000000000000    
16925,Painted Legacy Productions,company,1600000000000000    
16926,IBM Karriere & Jobs,company,123000000000    
16927,COPECO,government,302000000000000    
16928,Growing Up Fisher,tvshow,458000000000000    
16929,Etisalat Misr,company,142000000000    
16930,Antikrundan,tvshow,387000000000000    
16931,3rd BDE 1st ID Special Troops Battalion (Valiant Warriors),government,247000000000    
16932,Pier Luigi Bersani,politician,127000000000    
16933,Target Style,company,196000000000000    
16934,Triumph,company,327000000000    
16935,Basic Military Training Centre,government,174000000000000    
16936,KLM Dutch Caribbean,company,163000000000000    
16937,Citi Thailand,company,164000000000    
16938,Martin Gerster,politician,151000000000000    
16939,Nouhad Machnouk Official Page,politician,347000000000    
16940,Viddsee Motivasi,company,1250000000000000    
16941,WD,company,139000000000000    
16942,Visit St. Pete/Clearwater,company,251000000000000    
16943,Negociado de Manejo de Emergencias y Adm. Desastres,government,419000000000000    
16944,Aquafina,company,10436723215    
16945,IRAS,government,345000000000000    
16946,Billions,tvshow,1410000000000000    
16947,hummel,company,179000000000000    
16948,AlemanJa - A Alemanha para Lusófonos,government,123000000000    
16949,REDValentino,company,322000000000    
16950,US National Weather Service Boston MA,government,122000000000000    
16951,U.S. Embassy Maseru,government,46196941686    
16952,Michael Thews - MdB,politician,703000000000000    
16953,Fernando Chiu-hung Cheung 張超雄,politician,134000000000    
16954,Ahmed Laaouej,politician,672000000000000    
16955,Javier Corral,politician,190000000000000    
16956,Katja Leikert,politician,424000000000000    
16957,Thai Airways,company,632000000000000    
16958,Azercell,company,13971038302    
16959,Lazada Super Moms,company,131000000000000    
16960,European External Action Service - EEAS,government,158000000000000    
16961,Mazola,company,173000000000000    
16962,Air New Zealand,company,201000000000    
16963,Nescafé Dolce Gusto Colombia,company,363000000000000    
16964,Dr. Arif Alvi,politician,212000000000    
16965,Marine Corps Installations Pacific,government,195000000000000    
16966,Peace Corps Cameroon,government,201000000000000    
16967,Todd Loewen,politician,185000000000000    
16968,The Fulbright Program,government,376000000000    
16969,Thorsten Schatz,politician,527000000000000    
16970,Eksportrådet - The Trade Council,government,518000000000000    
16971,Ângela Portela,politician,325000000000000    
16972,Terri Butler MP,politician,1440000000000000    
16973,القيادة المركزية الامريكية,government,97273247164    
16974,"Martina Fehlner, MdL",politician,1460000000000000    
16975,Mark McGowan,politician,427000000000000    
16976,עפר שלח - Ofer Shelah,politician,408000000000000    
16977,U.S. Army Europe,government,86734389871    
16978,Air Mobility Command,government,349000000000000    
16979,Hlas Česko Slovenska,tvshow,185000000000000    
16980,Federico Vargas Rodríguez,politician,656000000000000    
16981,Oponeo,company,314000000000000    
16982,Maine Emergency Management Agency (MEMA),government,73788801656    
16983,CyberLink,company,64615924345    
16984,American Express אמריקן אקספרס,company,117000000000000    
16985,Embajada Alemana Panamá,government,262000000000000    
16986,Lebara,company,132000000000000    
16987,Justified,tvshow,163000000000000    
16988,"If you like Latvia, Latvia likes you",government,295000000000000    
16989,Préfecture d'Eure-et-Loir,government,1480000000000000    
16990,Rodrigo Maia,politician,194000000000000    
16991,Harry Preuner,politician,162000000000000    
16992,Ted O'Brien MP - Federal Member for Fairfax,politician,708000000000000    
16993,Southwest Airlines,company,6806028948    
16994,NIH Research Matters,government,44222694038    
16995,Enrique Serrano,politician,498000000000000    
16996,Discover Tunisia,government,317000000000000    
16997,Crane Army Ammunition Activity,government,97657757808    
16998,Olívio Dutra,politician,310000000000000    
16999,Army Management Staff College,government,133000000000000    
17000,Horchow,company,344000000000    
17001,QVC France,company,705000000000000    
17002,Airtel Gabon,company,234000000000000    
17003,Nestle Yogurt,company,46000816832    
17004,Ambassade de France en Azerbaïdjan / Fransanın Azərbaycandakı Səfirliyi,government,1670000000000000    
17005,ELISABETTA FRANCHI,company,92665856707    
17006,Municipalidad de Córdoba,government,131000000000    
17007,US National Weather Service Pueblo Colorado,government,204000000000000    
17008,Hälsans Kök,company,153000000000000    
17009,Selaine Saxby Llanelli,politician,786000000000000    
17010,U.S. Coast Guard Southeast,government,213000000000    
17011,Ayman Odeh - أيمن عودة,politician,434000000000000    
17012,Easy Taxi,company,120000000000000    
17013,Prefeitura Regional Perus,government,1750000000000000    
17014,Transportation Security Administration,government,782000000000000    
17015,The FBI TV Show,tvshow,415000000000000    
17016,Corazón que miente,tvshow,950000000000000    
17017,3D Robotics Inc.,company,112000000000000    
17018,Representative Carlos Guillermo Smith,politician,381000000000000    
17019,Driscoll's,company,144000000000000    
17020,Jeopardy!,tvshow,102000000000000    
17021,Xavier García Albiol,politician,461000000000000    
17022,Eye on L.A.,tvshow,133000000000    
17023,Triumph,company,157000000000000    
17024,外務省,government,149000000000000    
17025,U.S. Coast Guard Sector San Juan,government,716000000000000    
17026,Coronel Telhada,politician,204000000000000    
17027,Doris Aschenbrenner,politician,145000000000000    
17028,Subway Colombia,company,181000000000000    
17029,Forsyth County Georgia Government,government,1490000000000000    
17030,Osiptel,government,141000000000000    
17031,Worldwide Traveler,company,190000000000000    
17032,T.C. Bişkek Büyükelçiliği,government,157000000000000    
17033,Austin-Travis County Emergency Medical Services,government,162000000000000    
17034,Prefeitura de Uberlândia,government,392000000000000    
17035,City of Decatur  GA- Government,government,36795564812    
17036,McDonald's Norge,company,205000000000    
17037,Andrew Bayly MP,politician,516000000000000    
17038,Anju Dhillon,politician,735000000000000    
17039,ACCESSORIZE,company,101000000000    
17040,Royal Canadian Navy,government,388000000000000    
17041,Steven Wink,politician,213000000000000    
17042,Hohenfels Family and MWR,government,159000000000000    
17043,Audi UK,company,193000000000000    
17044,Geoffrey Cox MP,politician,244000000000    
17045,Israel Suomessa - Israel in Finland,government,109000000000000    
17046,Hockey Canada Sledge Hockey,company,166000000000000    
17047,Visit Portugal,government,122000000000    
17048,Ron McKinnon MP,politician,25722340150    
17049,Strike Back,tvshow,255000000000000    
17050,Harris County Sheriff's Office,government,226000000000    
17051,U.S. Forest Service - Shawnee National Forest,government,305000000000000    
17052,Daniel Rinkert,politician,1630000000000000    
17053,T.C. Lahey Büyükelçiliği / Ambassade van de Republiek Turkije in Den Haag,government,305000000000000    
17054,"Lionel TARDY, ancien député de la Haute-Savoie",politician,375000000000    
17055,Chris Van Hollen,politician,7320486731    
17056,Martin Schulz,politician,75969208461    
17057,Préfecture de Guadeloupe,government,323000000000000    
17058,U.S. Coast Guard Air Station Traverse City,government,236000000000000    
17059,"India at UN (Permanent Mission of India to the United Nations, Geneva)",government,826000000000000    
17060,Pompiers de Paris Recrutement,government,400000000000000    
17061,Die Bachelorette,tvshow,325000000000000    
17062,Österreichisches Kulturforum Brüssel,government,123000000000000    
17063,L'OCCITANE en Provence,company,192000000000000    
17064,Movistar MX,company,182000000000000    
17065,Sam Dastyari,politician,269000000000000    
17066,Pancho Domínguez,politician,139000000000000    
17067,KlickKlack,tvshow,308000000000000    
17068,California Department of Motor Vehicles,government,76429183804    
17069,Hugh McDermott MP: State Member for Prospect,politician,142000000000000    
17070,NSW Public Transport - NSW GOV,government,147000000000000    
17071,Lidl Österreich,company,454000000000000    
17072,"India in Afghanistan (Consulate General of India, Herat)",government,545000000000000    
17073,Embassy of Belgium in Kuala Lumpur,government,244000000000000    
17074,Brunswick County Government,government,203000000000    
17075,zulily,company,203000000000    
17076,Jim Renacci,politician,218000000000    
17077,Roger Williams,politician,274000000000000    
17078,ServiceOntario,government,164000000000000    
17079,Christopher Pyne,politician,338000000000000    
17080,QCC Abu Dhabi,government,182000000000000    
17081,Secret Dealers - Official Facebook Page for the ITV Series,tvshow,234000000000000    
17082,Prefeitura de Praia Grande,government,171000000000000    
17083,High Commission of Canada to Belize,government,233000000000000    
17084,Volkswagen,company,200000000000000    
17085,曾柏瑜,politician,638000000000000    
17086,TWIZZLERS,company,256000000000000    
17087,Tassilo Richter,politician,120000000000000    
17088,Marriott Careers,company,104000000000000    
17089,Matteo Renzi,politician,113000000000    
17090,Ministerio de Ambiente y Desarrollo Sustentable de la Nación Argentina,government,536000000000000    
17091,Andrew Griffiths MP,politician,112000000000000    
17092,Khalid Chaouki,politician,377000000000000    
17093,U.S. Army Photography,government,2020000000000000    
17094,Rajiv Pratap Rudy,politician,228000000000000    
17095,Guarda Municipal de Belo Horizonte,government,889000000000000    
17096,Embajada de Canadá para Paraguay,government,1450000000000000    
17097,SSE Airtricity League,company,348000000000    
17098,Esteban González Pons,politician,599000000000000    
17099,Y-12 National Security Complex,government,153000000000000    
17100,ABB,company,176000000000000    
17101,MediaMarkt Sverige,company,504000000000000    
17102,Die Harald Schmidt Show,tvshow,178000000000000    
17103,Barter Kings on A&E,tvshow,279000000000000    
17104,Nutella,company,447000000000000    
17105,US Consulate General Barcelona,government,156000000000000    
17106,Marie-Luise Dött,politician,146000000000000    
17107,Il Commissario Montalbano Rai,tvshow,1970000000000000    
17108,AMD,company,562000000000000    
17109,NYPD 28th Precinct,government,1800000000000000    
17110,Jens Spahn,politician,92576009043    
17111,Tele2 Sverige,company,137000000000    
17112,United States Patent and Trademark Office,government,115000000000000    
17113,Fakty po Faktach,tvshow,165000000000000    
17114,BlaBlaCar,company,448000000000000    
17115,SRF mySchool,tvshow,120000000000000    
17116,Statistique Canada,government,237000000000000    
17117,"Cornwall, NY Office of Emergency Management",government,343000000000000    
17118,לאומי דיגיטל Leumi Digital,company,91816117261    
17119,誰來晚餐,tvshow,139000000000000    
17120,Tim S. Uppal,politician,686000000000000    
17121,Peta Murphy,politician,727000000000000    
17122,Nityanand Rai,politician,366000000000000    
17123,Pennsylvania Turnpike,company,120000000000000    
17124,UP by EL AL,company,529000000000000    
17125,Senator Victor Oh,politician,862000000000000    
17126,Two and a Half Men,tvshow,36211311648    
17127,Laura Lindahl,politician,504000000000000    
17128,Rick Mercer Report,tvshow,28103132195    
17129,IHOP Middle East,company,968000000000000    
17130,Comuna 12 de Buenos Aires,government,114000000000000    
17131,BioTrust Nutrition,company,323000000000000    
17132,Mel & Sue,tvshow,316000000000000    
17133,DoorDash,company,535000000000000    
17134,Motus,tvshow,491000000000000    
17135,The Marilyn Denis Show on CTV,tvshow,127000000000000    
17136,TBC BANK  -  თიბისი ბანკი,company,332000000000    
17137,Sahitya Akademi,government,271000000000000    
17138,היחידה הממשלתית לחופש המידע,government,158000000000000    
17139,Deputado Marcos Soares,politician,369000000000000    
17140,Roaming Hunger,company,90540788579    
17141,Vodacom Tanzania,company,157000000000000    
17142,The Only Way is Essex,tvshow,139000000000000    
17143,Manaseer Machinery Trading - المناصير لتجارة الآليات,company,1120000000000000    
17144,Jorge Fernández Díaz,politician,470000000000000    
17145,U.S. Embassy Vientiane,government,82124194915    
17146,Callebaut,company,149000000000000    
17147,Christine Fyffe MP,politician,614000000000000    
17148,U.S. Coast Guard Maritime Safety & Security Team - 91105,government,1560000000000000    
17149,The Amazing World of Gumball,tvshow,143000000000000    
17150,Tic Tac,company,120000000000000    
17151,江惠貞,politician,180000000000000    
17152,Le Basket avec CANAL,tvshow,260000000000000    
17153,Scott Emerson,politician,1450000000000000    
17154,Bank of America,company,180000000000000    
17155,Nike+ Run Club,company,120000000000    
17156,Queen of the South,tvshow,889000000000000    
17157,Flick Drummond,politician,50118509705    
17158,Claus Hjort Frederiksen,politician,1440000000000000    
17159,Nabisco Cookies,company,207000000000    
17160,Flixster,company,100000000000    
17161,Wilson Baseball / Softball,company,22299329685    
17162,F 17 - Blekinge flygflottilj,government,177000000000000    
17163,Combined Joint Task Force - Operation Inherent Resolve - عملية العزم الصلب,government,1490000000000000    
17164,Stradivarius,company,35320546458    
17165,Elizabeth Kikkert MLA,politician,1750000000000000    
17166,ZnanyLekarz,company,123000000000000    
17167,RTL WEST,tvshow,328000000000000    
17168,Lazada,company,233000000000000    
17169,Report Mainz,tvshow,167000000000    
17170,МВС України,government,182000000000000    
17171,The United States Army Field Band,government,130000000000    
17172,Augusta VA Medical Center,government,153000000000000    
17173,Masters of Illusion,tvshow,262000000000000    
17174,Heinz Brasil,company,1380000000000000    
17175,Pat Breen,politician,242000000000000    
17176,Konstantin Kuhle,politician,622000000000000    
17177,Hoteles Marriott,company,111000000000000    
17178,HBO Capadocia,tvshow,136000000000000    
17179,Parmjeet Parmar MP,politician,511000000000000    
17180,Sage,company,145000000000000    
17181,Northern Ireland Bureau,government,350000000000000    
17182,Disneyland Latino,company,196000000000000    
17183,Bubbaloo,company,102000000000000    
17184,Kcell,company,103000000000000    
17185,René Schneider,politician,1820000000000000    
17186,Cathay Pacific Airways,company,132000000000000    
17187,余宛如,politician,185000000000000    
17188,TRE Goiás,government,393000000000000    
17189,Embajada de la República del Paraguay en el Perú,government,1420000000000000    
17190,Esteban Penayo,politician,770000000000000    
17191,90 Day Fiance,tvshow,1440000000000000    
17192,easyJet,company,175000000000    
17193,Naz Shah MP,politician,1410000000000000    
17194,Tony Smith MP - Federal Member for Casey,politician,809000000000000    
17195,Consejo Nacional de Ciencia y Tecnología del Paraguay,government,323000000000000    
17196,Unter Uns,tvshow,119000000000000    
17197,Recreation.gov,government,133000000000000    
17198,Botschaft von Finnland in Berlin,government,163000000000000    
17199,djuice pakistan,company,118000000000    
17200,Cédric Wermuth,politician,153000000000000    
17201,Storm Chasers,tvshow,32347288110    
17202,John Quigley,politician,532000000000000    
17203,Doritos,company,24497276164    
17204,100th Army Band,government,118000000000000    
17205,Onken Dairy,company,320000000000000    
17206,Nestlé A gusto con la vida,company,347000000000000    
17207,רכבת ישראל Online,government,88939283720    
17208,NVIDIA,company,8409118252    
17209,Ben Cardin,politician,7945831694    
17210,2017 Global Entrepreneurship Summit,government,109000000000000    
17211,The Affair,tvshow,148000000000000    
17212,Taste NY,company,664000000000000    
17213,Iwantoneofthose.com,company,76817024278    
17214,Dr. Dorothee Schlegel,politician,215000000000000    
17215,Miami-Dade Police Department,government,132000000000    
17216,Israel i Norge,government,121000000000000    
17217,NSW SES Ulladulla Unit,government,303000000000000    
17218,NASA GLOBE Observer,government,1740000000000000    
17219,Embassy of Belgium in Seoul,government,402000000000000    
17220,"Japan District, U.S. Army Corps of Engineers",government,156000000000000    
17221,House Agriculture Committee,government,214000000000    
17222,Nikola Poposki,politician,737000000000000    
17223,Peter Wichtel,politician,119000000000    
17224,Marvel's Luke Cage,tvshow,910000000000000    
17225,Outward Bound Singapore ( OBS ),government,107000000000    
17226,Tonio Fenech,politician,438000000000000    
17227,Tiger Balm,government,612000000000000    
17228,David Davis MP,politician,1630000000000000    
17229,Aviation royale canadienne,government,353000000000    
17230,Carnation Breakfast Essentials Canada,company,216000000000000    
17231,Lawrence Livermore National Laboratory,government,111000000000000    
17232,Dr. Andreas Nick,politician,575000000000000    
17233,eBay.co.uk,company,103000000000    
17234,Jagmeet Singh,politician,177000000000000    
17235,Kementerian Hukum dan HAM RI,government,267000000000000    
17236,NSW SES Campbelltown Unit,government,547000000000000    
17237,Hans-Peter Semmler,politician,1090000000000000    
17238,T.C. Abu Dabi Büyükelçiliği / Turkish Embassy in Abu Dhabi,government,273000000000000    
17239,Córdoba al Mundo,government,585000000000000    
17240,Charming Charlie,company,86739174763    
17241,"City of Altoona, Wisconsin - Government",government,138000000000000    
17242,Joe Kelly MP,politician,788000000000000    
17243,Got Talent Global,tvshow,580000000000000    
17244,Esperidião Amin,politician,333000000000000    
17245,"National Institute of Electronics and Information Technology,Chandigarh",government,273000000000000    
17246,Popular,company,179000000000    
17247,Israel in Romania,government,148000000000000    
17248,Kelly Block MP,politician,75570595197    
17249,o2 Deutschland,company,139000000000    
17250,Wheat Thins,company,97924203905    
17251,Texas Roadhouse Middle East,company,334000000000000    
17252,Ministerio de Minas,government,117000000000000    
17253,ONPE Oficina Nacional de Procesos Electorales - Perú,government,111000000000000    
17254,adidas,company,182000000000000    
17255,Lamudi,company,225000000000000    
17256,Jean-Pierre Denis,politician,1500000000000000    
17257,Digi,company,116000000000    
17258,Joint Base Elmendorf-Richardson JBER (official),government,125000000000000    
17259,Canyon,company,285000000000000    
17260,"City of Medford, Local Government",government,104000000000    
17261,Henri Bendel,company,55821649315    
17262,彰化縣消防局,government,123000000000000    
17263,RBC Insurance,company,199000000000000    
17264,Schiffer András,politician,267000000000    
17265,U.S. Coast Guard Station Miami Beach,government,275000000000000    
17266,Denver Elections,government,112000000000000    
17267,Skin Inc - Skin Supplement Bar,company,150000000000    
17268,Crocs,company,317000000000000    
17269,K-Ruoka,company,302000000000000    
17270,Chris Davies MP,politician,616000000000000    
17271,Der Tatortreiniger,tvshow,174000000000000    
17272,Caio Miranda Carneiro,politician,167000000000000    
17273,Motor Village Italia,company,551000000000000    
17274,USACE Transatlantic Afghanistan District,government,395000000000000    
17275,Saint Laurent,company,107000000000    
17276,Garuda Indonesia,company,106000000000000    
17277,Embajada de la República Argentina en Nigeria,government,104000000000000    
17278,Tito Jackson,politician,272000000000    
17279,Growing Pains,tvshow,172000000000000    
17280,"Transportation & Environmental Services, City of Alexandria, Virginia",government,350000000000000    
17281,Good Vibes,tvshow,230000000000000    
17282,City of Westwood Kansas - Government,government,136000000000000    
17283,Gabriel Wikström,politician,230000000000000    
17284,Digicel,company,92112537052    
17285,Chào Buổi sáng,tvshow,663000000000000    
17286,Elijah Cummings,politician,175000000000000    
17287,GIORDANO,company,135000000000    
17288,MasterChef España,tvshow,132000000000000    
17289,Lenovo Paraguay,company,120000000000000    
17290,Cadan ap Tomos,politician,161000000000000    
17291,삼시세끼,tvshow,649000000000000    
17292,Maryland Insurance Administration,government,349000000000000    
17293,NC Senator Terry Van Duyn,politician,314000000000000    
17294,Dr Rosena Allin-Khan,politician,276000000000000    
17295,Deichmann Srbija,company,1530000000000000    
17296,USAID El Salvador,government,207000000000000    
17297,Werken voor Nederland,government,134000000000000    
17298,TVN UWAGA!,tvshow,127000000000    
17299,EPA Clean Air Markets Division,government,148000000000    
17300,International IDEA,government,196000000000000    
17301,Special Inspector General for Afghanistan Reconstruction (SIGAR),government,238000000000000    
17302,Copycat,tvshow,245000000000000    
17303,adidas Snowboarding,company,437000000000000    
17304,THE JELLY BEAN FACTORY,company,99684763159    
17305,Embassy Suites Hotels,company,74446849561    
17306,Nigel Huddleston MP,politician,413000000000000    
17307,Embassy of Romania in Copenhagen,government,283000000000000    
17308,Lars Castellucci,politician,295000000000000    
17309,Tamati Coffey - Labour MP for Waiariki,politician,1420000000000000    
17310,Le Canada  à Singapour,government,285000000000000    
17311,Domicilios.com,company,661000000000000    
17312,WD,company,146000000000000    
17313,Master Lock,company,481000000000000    
17314,Mrs. Dash Canada,company,287000000000000    
17315,Ministère de l'éducation Tunisie (page officielle),government,183000000000000    
17316,Illinois Emergency Management Agency,government,115000000000    
17317,Queensland Corrective Services,government,367000000000000    
17318,ESET,company,285000000000    
17319,Мінрегіон,government,116000000000000    
17320,NRL Footy Show,tvshow,132000000000000    
17321,Préfet de l'Hérault,government,1420000000000000    
17322,Fly med oss,tvshow,590000000000000    
17323,Eurovision Song Contest,tvshow,8419133006    
